START,END,UTC,READABLE_START,READABLE_END,STEP,RUN,WALK,SPEED,DUT,DIST,CAL,DEVICE_UUID,DEVICE_TYPE
1637685540000,1637685599999,UTC+0900,2021-11-24 01:39:00,2021-11-24 01:39:59.999,58,0,58,1.0833334,37975,41.14,2.43,eyBgT68yQ9,WEARABLE
1637685600000,1637685659999,UTC+0900,2021-11-24 01:40:00,2021-11-24 01:40:59.999,28,0,28,0.9722222,20252,19.69,1.12,eyBgT68yQ9,WEARABLE
1637713200000,1637713259999,UTC+0900,2021-11-24 09:20:00,2021-11-24 09:20:59.999,22,0,22,1.1944444,13403,16.01,0.8,eyBgT68yQ9,WEARABLE
1637713260000,1637713319999,UTC+0900,2021-11-24 09:21:00,2021-11-24 09:21:59.999,95,0,95,1.8333334,41165,75.47,3.22,eyBgT68yQ9,WEARABLE
1637713320000,1637713379999,UTC+0900,2021-11-24 09:22:00,2021-11-24 09:22:59.999,127,13,114,1.8154932,56425,102.44,4.62,eyBgT68yQ9,WEARABLE
1637713380000,1637713439999,UTC+0900,2021-11-24 09:23:00,2021-11-24 09:23:59.999,135,0,135,1.8333334,59389,108.88,4.61,eyBgT68yQ9,WEARABLE
1637713440000,1637713499999,UTC+0900,2021-11-24 09:24:00,2021-11-24 09:24:59.999,130,0,130,1.7326666,60000,103.96,4.22,eyBgT68yQ9,WEARABLE
1637713500000,1637713559999,UTC+0900,2021-11-24 09:25:00,2021-11-24 09:25:59.999,134,2,132,1.8055556,59721,107.83,4.6,eyBgT68yQ9,WEARABLE
1637713560000,1637713619999,UTC+0900,2021-11-24 09:26:00,2021-11-24 09:26:59.999,151,79,72,2.2011385,58928,129.71,7.85,eyBgT68yQ9,WEARABLE
1637713620000,1637713679999,UTC+0900,2021-11-24 09:27:00,2021-11-24 09:27:59.999,143,60,83,2.0913298,57604,120.469,6.94,eyBgT68yQ9,WEARABLE
1637713680000,1637713739999,UTC+0900,2021-11-24 09:28:00,2021-11-24 09:28:59.999,112,27,85,1.9045281,48237,91.87,4.61,eyBgT68yQ9,WEARABLE
1637713740000,1637713799999,UTC+0900,2021-11-24 09:29:00,2021-11-24 09:29:59.999,26,0,26,1.0580983,17332,18.34,0.89,eyBgT68yQ9,WEARABLE
1637713800000,1637713859999,UTC+0900,2021-11-24 09:30:00,2021-11-24 09:30:59.999,27,0,27,1.3055556,15502,20.24,0.92,eyBgT68yQ9,WEARABLE
1637713920000,1637713979999,UTC+0900,2021-11-24 09:32:00,2021-11-24 09:32:59.999,10,0,10,0.9444444,7252,6.85,0.3,eyBgT68yQ9,WEARABLE
1637714040000,1637714099999,UTC+0900,2021-11-24 09:34:00,2021-11-24 09:34:59.999,18,0,18,1.2777778,10557,13.49,0.6,eyBgT68yQ9,WEARABLE
1637714100000,1637714159999,UTC+0900,2021-11-24 09:35:00,2021-11-24 09:35:59.999,23,0,23,1.1944444,13998,16.72,0.79,eyBgT68yQ9,WEARABLE
1637714160000,1637714219999,UTC+0900,2021-11-24 09:36:00,2021-11-24 09:36:59.999,17,0,17,1.2222222,10194,12.46,0.62,eyBgT68yQ9,WEARABLE
1637714220000,1637714279999,UTC+0900,2021-11-24 09:37:00,2021-11-24 09:37:59.999,46,0,45,1.3611112,25618,34.87,1.65,eyBgT68yQ9,WEARABLE
1637714280000,1637714339999,UTC+0900,2021-11-24 09:38:00,2021-11-24 09:38:59.999,19,0,20,0.8888889,14692,13.06,0.75,eyBgT68yQ9,WEARABLE
1637715960000,1637716019999,UTC+0900,2021-11-24 10:06:00,2021-11-24 10:06:59.999,10,0,10,1.2777778,5728,7.32,0.35,eyBgT68yQ9,WEARABLE
1637716020000,1637716079999,UTC+0900,2021-11-24 10:07:00,2021-11-24 10:07:59.999,61,0,61,1.3888888,32140,44.64,2.13,eyBgT68yQ9,WEARABLE
1637716380000,1637716439999,UTC+0900,2021-11-24 10:13:00,2021-11-24 10:13:59.999,25,0,25,1.3055556,14637,19.11,0.84,eyBgT68yQ9,WEARABLE
1637716440000,1637716499999,UTC+0900,2021-11-24 10:14:00,2021-11-24 10:14:59.999,54,0,54,1.1846511,25805,30.57,3.56,eyBgT68yQ9,WEARABLE
1637717640000,1637717699999,UTC+0900,2021-11-24 10:34:00,2021-11-24 10:34:59.999,14,0,14,1.2222222,8427,10.3,0.5,eyBgT68yQ9,WEARABLE
1637717700000,1637717759999,UTC+0900,2021-11-24 10:35:00,2021-11-24 10:35:59.999,58,0,58,1.1414709,36672,41.861,2.1,eyBgT68yQ9,WEARABLE
1637719920000,1637719979999,UTC+0900,2021-11-24 11:12:00,2021-11-24 11:12:59.999,48,0,45,1.1388888,30275,34.48,1.69,eyBgT68yQ9,WEARABLE
1637719980000,1637720039999,UTC+0900,2021-11-24 11:13:00,2021-11-24 11:13:59.999,17,0,20,1.25,9304,11.63,0.65,eyBgT68yQ9,WEARABLE
1637720340000,1637720399999,UTC+0900,2021-11-24 11:19:00,2021-11-24 11:19:59.999,44,0,44,1.7222222,20490,35.29,1.63,eyBgT68yQ9,WEARABLE
1637720400000,1637720459999,UTC+0900,2021-11-24 11:20:00,2021-11-24 11:20:59.999,36,0,36,1.3333334,16297,21.73,2.46,eyBgT68yQ9,WEARABLE
1637720700000,1637720759999,UTC+0900,2021-11-24 11:25:00,2021-11-24 11:25:59.999,55,0,55,1.1973704,33706,40.359,1.98,eyBgT68yQ9,WEARABLE
1637720760000,1637720819999,UTC+0900,2021-11-24 11:26:00,2021-11-24 11:26:59.999,94,0,94,1.25,55824,69.78,3.21,eyBgT68yQ9,WEARABLE
1637720820000,1637720879999,UTC+0900,2021-11-24 11:27:00,2021-11-24 11:27:59.999,109,0,109,1.3611112,53294,72.54,3.6,eyBgT68yQ9,WEARABLE
1637720880000,1637720939999,UTC+0900,2021-11-24 11:28:00,2021-11-24 11:28:59.999,108,0,108,1.3611112,59995,81.66,3.97,eyBgT68yQ9,WEARABLE
1637720940000,1637720999999,UTC+0900,2021-11-24 11:29:00,2021-11-24 11:29:59.999,106,0,106,1.3171667,60000,79.03,3.54,eyBgT68yQ9,WEARABLE
1637721000000,1637721059999,UTC+0900,2021-11-24 11:30:00,2021-11-24 11:30:59.999,104,0,104,1.2793334,60000,76.76,3.43,eyBgT68yQ9,WEARABLE
1637721060000,1637721119999,UTC+0900,2021-11-24 11:31:00,2021-11-24 11:31:59.999,103,0,103,1.2666667,60000,76.0,3.51,eyBgT68yQ9,WEARABLE
1637721120000,1637721179999,UTC+0900,2021-11-24 11:32:00,2021-11-24 11:32:59.999,96,0,96,1.1944444,58529,69.91,3.49,eyBgT68yQ9,WEARABLE
1637721180000,1637721239999,UTC+0900,2021-11-24 11:33:00,2021-11-24 11:33:59.999,51,0,51,1.2038703,30543,36.77,1.87,eyBgT68yQ9,WEARABLE
1637721540000,1637721599999,UTC+0900,2021-11-24 11:39:00,2021-11-24 11:39:59.999,10,0,10,1.4722222,5243,7.72,0.31,eyBgT68yQ9,WEARABLE
1637722800000,1637722859999,UTC+0900,2021-11-24 12:00:00,2021-11-24 12:00:59.999,19,0,19,1.1944444,11545,13.79,0.62,eyBgT68yQ9,WEARABLE
1637722860000,1637722919999,UTC+0900,2021-11-24 12:01:00,2021-11-24 12:01:59.999,96,0,96,1.3055556,55026,71.84,3.33,eyBgT68yQ9,WEARABLE
1637722920000,1637722979999,UTC+0900,2021-11-24 12:02:00,2021-11-24 12:02:59.999,102,0,102,1.257,60000,75.42,3.63,eyBgT68yQ9,WEARABLE
1637722980000,1637723039999,UTC+0900,2021-11-24 12:03:00,2021-11-24 12:03:59.999,102,0,102,1.2446667,60000,74.68,3.43,eyBgT68yQ9,WEARABLE
1637723040000,1637723099999,UTC+0900,2021-11-24 12:04:00,2021-11-24 12:04:59.999,104,0,104,1.2756667,60000,76.54,3.57,eyBgT68yQ9,WEARABLE
1637723100000,1637723159999,UTC+0900,2021-11-24 12:05:00,2021-11-24 12:05:59.999,101,0,101,1.2376667,60000,74.26,3.61,eyBgT68yQ9,WEARABLE
1637723160000,1637723219999,UTC+0900,2021-11-24 12:06:00,2021-11-24 12:06:59.999,102,0,102,1.2491666,60000,74.95,3.53,eyBgT68yQ9,WEARABLE
1637723220000,1637723279999,UTC+0900,2021-11-24 12:07:00,2021-11-24 12:07:59.999,91,0,91,1.0833334,59787,64.77,3.45,eyBgT68yQ9,WEARABLE
1637723280000,1637723339999,UTC+0900,2021-11-24 12:08:00,2021-11-24 12:08:59.999,84,0,84,1.1111112,54395,60.44,3.08,eyBgT68yQ9,WEARABLE
1637723340000,1637723399999,UTC+0900,2021-11-24 12:09:00,2021-11-24 12:09:59.999,64,0,64,1.1111112,41850,46.5,2.5,eyBgT68yQ9,WEARABLE
1637723460000,1637723519999,UTC+0900,2021-11-24 12:11:00,2021-11-24 12:11:59.999,104,0,104,1.6666666,44844,74.74,3.6,eyBgT68yQ9,WEARABLE
1637723520000,1637723579999,UTC+0900,2021-11-24 12:12:00,2021-11-24 12:12:59.999,73,0,73,1.133824,46585,52.82,2.57,eyBgT68yQ9,WEARABLE
1637723580000,1637723639999,UTC+0900,2021-11-24 12:13:00,2021-11-24 12:13:59.999,30,0,30,0.8611111,23597,20.32,1.14,eyBgT68yQ9,WEARABLE
1637723940000,1637723999999,UTC+0900,2021-11-24 12:19:00,2021-11-24 12:19:59.999,38,0,38,1.0277778,26338,27.07,1.48,eyBgT68yQ9,WEARABLE
1637724000000,1637724059999,UTC+0900,2021-11-24 12:20:00,2021-11-24 12:20:59.999,49,0,49,0.9384403,29634,27.81,3.26,eyBgT68yQ9,WEARABLE
1637724240000,1637724299999,UTC+0900,2021-11-24 12:24:00,2021-11-24 12:24:59.999,10,0,10,0.9166667,7385,6.77,0.42,eyBgT68yQ9,WEARABLE
1637727240000,1637727299999,UTC+0900,2021-11-24 13:14:00,2021-11-24 13:14:59.999,10,0,10,0.9166667,7396,6.78,0.41,eyBgT68yQ9,WEARABLE
1637727360000,1637727419999,UTC+0900,2021-11-24 13:16:00,2021-11-24 13:16:59.999,7,0,7,1.4166666,3889,5.51,0.18,eyBgT68yQ9,WEARABLE
1637727420000,1637727479999,UTC+0900,2021-11-24 13:17:00,2021-11-24 13:17:59.999,56,0,56,1.2457635,32911,41.0,1.9,eyBgT68yQ9,WEARABLE
1637727480000,1637727539999,UTC+0900,2021-11-24 13:18:00,2021-11-24 13:18:59.999,1,0,1,1.1666666,625,0.73,0.03,eyBgT68yQ9,WEARABLE
1637729580000,1637729639999,UTC+0900,2021-11-24 13:53:00,2021-11-24 13:53:59.999,12,0,12,1.2222222,7281,8.9,0.41,eyBgT68yQ9,WEARABLE
1637729700000,1637729759999,UTC+0900,2021-11-24 13:55:00,2021-11-24 13:55:59.999,57,0,57,1.3055556,32629,42.6,2.0,eyBgT68yQ9,WEARABLE
1637733540000,1637733599999,UTC+0900,2021-11-24 14:59:00,2021-11-24 14:59:59.999,37,0,37,1.3055556,18727,24.45,1.25,eyBgT68yQ9,WEARABLE
1637733600000,1637733659999,UTC+0900,2021-11-24 15:00:00,2021-11-24 15:00:59.999,10,0,10,1.3333334,5587,7.45,0.38,eyBgT68yQ9,WEARABLE
1637735280000,1637735339999,UTC+0900,2021-11-24 15:28:00,2021-11-24 15:28:59.999,23,0,23,1.3055556,13151,17.17,0.7,eyBgT68yQ9,WEARABLE
1637735340000,1637735399999,UTC+0900,2021-11-24 15:29:00,2021-11-24 15:29:59.999,47,0,47,1.25,21368,26.71,3.22,eyBgT68yQ9,WEARABLE
1637737320000,1637737379999,UTC+0900,2021-11-24 16:02:00,2021-11-24 16:02:59.999,43,0,43,1.0833334,28320,30.68,1.59,eyBgT68yQ9,WEARABLE
1637737380000,1637737439999,UTC+0900,2021-11-24 16:03:00,2021-11-24 16:03:59.999,24,0,24,1.3888888,13096,18.19,0.82,eyBgT68yQ9,WEARABLE
1637737560000,1637737619999,UTC+0900,2021-11-24 16:06:00,2021-11-24 16:06:59.999,18,0,18,1.1666666,11134,12.99,0.61,eyBgT68yQ9,WEARABLE
1637737800000,1637737859999,UTC+0900,2021-11-24 16:10:00,2021-11-24 16:10:59.999,11,0,11,0.8611111,8651,7.45,0.41,eyBgT68yQ9,WEARABLE
1637737860000,1637737919999,UTC+0900,2021-11-24 16:11:00,2021-11-24 16:11:59.999,9,0,9,0.8611111,7211,6.21,0.33,eyBgT68yQ9,WEARABLE
1637739060000,1637739119999,UTC+0900,2021-11-24 16:31:00,2021-11-24 16:31:59.999,25,0,25,1.4722222,13089,19.27,0.84,eyBgT68yQ9,WEARABLE
1637739120000,1637739179999,UTC+0900,2021-11-24 16:32:00,2021-11-24 16:32:59.999,25,0,25,1.3888888,13600,18.89,0.81,eyBgT68yQ9,WEARABLE
1637739360000,1637739419999,UTC+0900,2021-11-24 16:36:00,2021-11-24 16:36:59.999,11,0,11,1.3888888,6033,8.38,0.39,eyBgT68yQ9,WEARABLE
1637739420000,1637739479999,UTC+0900,2021-11-24 16:37:00,2021-11-24 16:37:59.999,44,0,44,1.2777778,25387,32.44,1.47,eyBgT68yQ9,WEARABLE
1637739600000,1637739659999,UTC+0900,2021-11-24 16:40:00,2021-11-24 16:40:59.999,21,0,21,1.6396267,10118,16.59,0.72,eyBgT68yQ9,WEARABLE
1637740020000,1637740079999,UTC+0900,2021-11-24 16:47:00,2021-11-24 16:47:59.999,13,0,13,1.3333334,7297,9.73,0.49,eyBgT68yQ9,WEARABLE
1637744520000,1637744579999,UTC+0900,2021-11-24 18:02:00,2021-11-24 18:02:59.999,10,0,10,1.4166666,5392,7.64,0.3,eyBgT68yQ9,WEARABLE
1637744580000,1637744639999,UTC+0900,2021-11-24 18:03:00,2021-11-24 18:03:59.999,23,0,23,1.25,13488,16.86,0.76,eyBgT68yQ9,WEARABLE
1637744640000,1637744699999,UTC+0900,2021-11-24 18:04:00,2021-11-24 18:04:59.999,11,0,11,1.1944444,6580,7.86,0.39,eyBgT68yQ9,WEARABLE
1637744700000,1637744759999,UTC+0900,2021-11-24 18:05:00,2021-11-24 18:05:59.999,42,0,42,1.4547321,22155,32.23,1.51,eyBgT68yQ9,WEARABLE
1637744760000,1637744819999,UTC+0900,2021-11-24 18:06:00,2021-11-24 18:06:59.999,93,0,93,1.25,54904,68.63,3.46,eyBgT68yQ9,WEARABLE
1637744820000,1637744879999,UTC+0900,2021-11-24 18:07:00,2021-11-24 18:07:59.999,112,0,110,1.4198333,60000,85.19,3.72,eyBgT68yQ9,WEARABLE
1637744880000,1637744939999,UTC+0900,2021-11-24 18:08:00,2021-11-24 18:08:59.999,109,0,111,1.4166666,54910,77.79,3.77,eyBgT68yQ9,WEARABLE
1637744940000,1637744999999,UTC+0900,2021-11-24 18:09:00,2021-11-24 18:09:59.999,108,0,108,1.3563334,60000,81.38,3.82,eyBgT68yQ9,WEARABLE
1637745000000,1637745059999,UTC+0900,2021-11-24 18:10:00,2021-11-24 18:10:59.999,107,0,107,1.3425,60000,80.55,3.94,eyBgT68yQ9,WEARABLE
1637745060000,1637745119999,UTC+0900,2021-11-24 18:11:00,2021-11-24 18:11:59.999,106,0,106,1.3125,60000,78.75,3.43,eyBgT68yQ9,WEARABLE
1637745120000,1637745179999,UTC+0900,2021-11-24 18:12:00,2021-11-24 18:12:59.999,97,0,97,1.176,60000,70.56,3.59,eyBgT68yQ9,WEARABLE
1637745180000,1637745239999,UTC+0900,2021-11-24 18:13:00,2021-11-24 18:13:59.999,47,0,47,1.25,27816,34.77,1.64,eyBgT68yQ9,WEARABLE
1637745240000,1637745299999,UTC+0900,2021-11-24 18:14:00,2021-11-24 18:14:59.999,39,0,39,1.1828114,24027,28.42,1.42,eyBgT68yQ9,WEARABLE
1637745300000,1637745359999,UTC+0900,2021-11-24 18:15:00,2021-11-24 18:15:59.999,13,0,10,1.3055556,7460,9.74,0.47,eyBgT68yQ9,WEARABLE
1637745420000,1637745479999,UTC+0900,2021-11-24 18:17:00,2021-11-24 18:17:59.999,10,0,10,0.8611111,7850,6.76,0.38,eyBgT68yQ9,WEARABLE
1637745840000,1637745899999,UTC+0900,2021-11-24 18:24:00,2021-11-24 18:24:59.999,25,0,25,1.5277778,12757,19.49,0.8,eyBgT68yQ9,WEARABLE
1637746920000,1637746979999,UTC+0900,2021-11-24 18:42:00,2021-11-24 18:42:59.999,61,0,61,1.1666666,37817,44.12,2.2,eyBgT68yQ9,WEARABLE
1637746980000,1637747039999,UTC+0900,2021-11-24 18:43:00,2021-11-24 18:43:59.999,100,0,100,1.25,59160,73.95,3.46,eyBgT68yQ9,WEARABLE
1637747040000,1637747099999,UTC+0900,2021-11-24 18:44:00,2021-11-24 18:44:59.999,98,0,98,1.1835,60000,71.01,3.63,eyBgT68yQ9,WEARABLE
1637747100000,1637747159999,UTC+0900,2021-11-24 18:45:00,2021-11-24 18:45:59.999,99,0,99,1.1981666,60000,71.89,3.43,eyBgT68yQ9,WEARABLE
1637747160000,1637747219999,UTC+0900,2021-11-24 18:46:00,2021-11-24 18:46:59.999,98,0,98,1.1838334,60000,71.03,3.6,eyBgT68yQ9,WEARABLE
1637747220000,1637747279999,UTC+0900,2021-11-24 18:47:00,2021-11-24 18:47:59.999,97,0,97,1.1658334,60000,69.95,3.49,eyBgT68yQ9,WEARABLE
1637747280000,1637747339999,UTC+0900,2021-11-24 18:48:00,2021-11-24 18:48:59.999,93,0,93,1.1111112,58571,65.08,3.57,eyBgT68yQ9,WEARABLE
1637747340000,1637747399999,UTC+0900,2021-11-24 18:49:00,2021-11-24 18:49:59.999,93,0,93,1.1111112,58391,64.88,3.45,eyBgT68yQ9,WEARABLE
1637747400000,1637747459999,UTC+0900,2021-11-24 18:50:00,2021-11-24 18:50:59.999,94,0,94,1.1666666,58311,68.03,3.26,eyBgT68yQ9,WEARABLE
1637747460000,1637747519999,UTC+0900,2021-11-24 18:51:00,2021-11-24 18:51:59.999,19,0,19,1.1388888,12029,13.7,0.74,eyBgT68yQ9,WEARABLE
1637747580000,1637747639999,UTC+0900,2021-11-24 18:53:00,2021-11-24 18:53:59.999,35,0,35,1.1111112,22653,25.17,1.31,eyBgT68yQ9,WEARABLE
1637747640000,1637747699999,UTC+0900,2021-11-24 18:54:00,2021-11-24 18:54:59.999,64,0,64,1.3304949,36956,49.17,2.22,eyBgT68yQ9,WEARABLE
1637747820000,1637747879999,UTC+0900,2021-11-24 18:57:00,2021-11-24 18:57:59.999,24,0,24,1.1944444,14609,17.45,0.8,eyBgT68yQ9,WEARABLE
1637747880000,1637747939999,UTC+0900,2021-11-24 18:58:00,2021-11-24 18:58:59.999,11,0,11,1.1944444,6697,8.0,0.39,eyBgT68yQ9,WEARABLE
1637750640000,1637750699999,UTC+0900,2021-11-24 19:44:00,2021-11-24 19:44:59.999,69,0,69,1.3333334,34087,45.45,2.43,eyBgT68yQ9,WEARABLE
1637750760000,1637750819999,UTC+0900,2021-11-24 19:46:00,2021-11-24 19:46:59.999,13,0,13,1.0,9180,9.18,0.46,eyBgT68yQ9,WEARABLE
1637750820000,1637750879999,UTC+0900,2021-11-24 19:47:00,2021-11-24 19:47:59.999,80,0,80,1.1084163,44263,49.062,4.47,eyBgT68yQ9,WEARABLE
1637750880000,1637750939999,UTC+0900,2021-11-24 19:48:00,2021-11-24 19:48:59.999,55,0,55,1.4166666,29280,41.48,1.86,eyBgT68yQ9,WEARABLE
1637750940000,1637750999999,UTC+0900,2021-11-24 19:49:00,2021-11-24 19:49:59.999,13,0,13,1.1666666,8142,9.5,0.53,eyBgT68yQ9,WEARABLE
1637751240000,1637751299999,UTC+0900,2021-11-24 19:54:00,2021-11-24 19:54:59.999,12,0,12,0.8888889,9247,8.22,0.46,eyBgT68yQ9,WEARABLE
1637751600000,1637751659999,UTC+0900,2021-11-24 20:00:00,2021-11-24 20:00:59.999,22,0,22,1.2777778,12936,16.53,0.78,eyBgT68yQ9,WEARABLE
1637751660000,1637751719999,UTC+0900,2021-11-24 20:01:00,2021-11-24 20:01:59.999,16,0,16,1.4444444,8598,12.42,0.57,eyBgT68yQ9,WEARABLE
1637751960000,1637752019999,UTC+0900,2021-11-24 20:06:00,2021-11-24 20:06:59.999,13,0,13,1.4722222,6819,10.04,0.44,eyBgT68yQ9,WEARABLE
1637752020000,1637752079999,UTC+0900,2021-11-24 20:07:00,2021-11-24 20:07:59.999,12,0,12,1.4722222,6275,9.239,0.43,eyBgT68yQ9,WEARABLE
1637753160000,1637753219999,UTC+0900,2021-11-24 20:26:00,2021-11-24 20:26:59.999,24,0,24,1.4166666,12938,18.33,0.85,eyBgT68yQ9,WEARABLE
1637753220000,1637753279999,UTC+0900,2021-11-24 20:27:00,2021-11-24 20:27:59.999,22,0,22,1.2777778,12803,16.36,0.73,eyBgT68yQ9,WEARABLE
1637756520000,1637756579999,UTC+0900,2021-11-24 21:22:00,2021-11-24 21:22:59.999,24,0,24,0.9444444,17640,16.66,0.9,eyBgT68yQ9,WEARABLE
1637756760000,1637756819999,UTC+0900,2021-11-24 21:26:00,2021-11-24 21:26:59.999,23,0,23,1.2222222,13843,16.92,0.75,eyBgT68yQ9,WEARABLE
1637756820000,1637756879999,UTC+0900,2021-11-24 21:27:00,2021-11-24 21:27:59.999,14,0,14,0.9722222,10059,9.78,0.58,eyBgT68yQ9,WEARABLE
1637758620000,1637758679999,UTC+0900,2021-11-24 21:57:00,2021-11-24 21:57:59.999,43,0,43,1.3055556,24533,32.03,1.51,eyBgT68yQ9,WEARABLE
1637758740000,1637758799999,UTC+0900,2021-11-24 21:59:00,2021-11-24 21:59:59.999,25,0,25,1.4888015,13023,19.39,0.87,eyBgT68yQ9,WEARABLE
1637758800000,1637758859999,UTC+0900,2021-11-24 22:00:00,2021-11-24 22:00:59.999,37,0,37,1.4188415,19924,28.27,1.28,eyBgT68yQ9,WEARABLE
1637759040000,1637759099999,UTC+0900,2021-11-24 22:04:00,2021-11-24 22:04:59.999,17,0,17,1.3055556,9719,12.69,0.6,eyBgT68yQ9,WEARABLE
1637759280000,1637759339999,UTC+0900,2021-11-24 22:08:00,2021-11-24 22:08:59.999,35,0,35,1.550057,17612,27.3,1.23,eyBgT68yQ9,WEARABLE
1637759340000,1637759399999,UTC+0900,2021-11-24 22:09:00,2021-11-24 22:09:59.999,46,0,46,1.2777778,26718,34.14,1.58,eyBgT68yQ9,WEARABLE
1637759580000,1637759639999,UTC+0900,2021-11-24 22:13:00,2021-11-24 22:13:59.999,23,0,23,1.4166666,12451,17.64,0.8,eyBgT68yQ9,WEARABLE
1637760180000,1637760239999,UTC+0900,2021-11-24 22:23:00,2021-11-24 22:23:59.999,45,0,45,1.6111112,21928,35.33,1.56,eyBgT68yQ9,WEARABLE
1637760300000,1637760359999,UTC+0900,2021-11-24 22:25:00,2021-11-24 22:25:59.999,10,0,10,1.3888888,5471,7.6,0.34,eyBgT68yQ9,WEARABLE
1637760480000,1637760539999,UTC+0900,2021-11-24 22:28:00,2021-11-24 22:28:59.999,15,0,15,1.3888888,8143,11.31,0.52,eyBgT68yQ9,WEARABLE
1637760540000,1637760599999,UTC+0900,2021-11-24 22:29:00,2021-11-24 22:29:59.999,6,0,6,1.3611112,3262,4.44,0.23,eyBgT68yQ9,WEARABLE
1637760720000,1637760779999,UTC+0900,2021-11-24 22:32:00,2021-11-24 22:32:59.999,13,0,13,1.25,7568,9.46,0.46,eyBgT68yQ9,WEARABLE
1637760960000,1637761019999,UTC+0900,2021-11-24 22:36:00,2021-11-24 22:36:59.999,13,0,13,0.9549579,9454,9.029,0.4,eyBgT68yQ9,WEARABLE
1637762100000,1637762159999,UTC+0900,2021-11-24 22:55:00,2021-11-24 22:55:59.999,46,0,46,1.2188572,27837,33.93,1.58,eyBgT68yQ9,WEARABLE
1637762160000,1637762219999,UTC+0900,2021-11-24 22:56:00,2021-11-24 22:56:59.999,29,0,29,1.4722222,15283,22.5,0.92,eyBgT68yQ9,WEARABLE
1637763900000,1637763959999,UTC+0900,2021-11-24 23:25:00,2021-11-24 23:25:59.999,38,0,38,1.1388888,24005,27.34,1.37,eyBgT68yQ9,WEARABLE
1637764080000,1637764139999,UTC+0900,2021-11-24 23:28:00,2021-11-24 23:28:59.999,20,0,20,1.1944444,12373,14.78,0.65,eyBgT68yQ9,WEARABLE
1637764740000,1637764799999,UTC+0900,2021-11-24 23:39:00,2021-11-24 23:39:59.999,10,0,10,1.8055556,4524,8.17,0.32,eyBgT68yQ9,WEARABLE
1637765040000,1637765099999,UTC+0900,2021-11-24 23:44:00,2021-11-24 23:44:59.999,20,0,20,1.4722222,10365,15.26,0.72,eyBgT68yQ9,WEARABLE
1637765460000,1637765519999,UTC+0900,2021-11-24 23:51:00,2021-11-24 23:51:59.999,13,0,13,1.6944444,6120,10.37,0.46,eyBgT68yQ9,WEARABLE
1637765760000,1637765819999,UTC+0900,2021-11-24 23:56:00,2021-11-24 23:56:59.999,45,0,45,1.6735404,20961,35.08,1.7,eyBgT68yQ9,WEARABLE
1637765820000,1637765879999,UTC+0900,2021-11-24 23:57:00,2021-11-24 23:57:59.999,32,0,32,1.4722222,16926,24.92,1.07,eyBgT68yQ9,WEARABLE
1637766600000,1637766659999,UTC+0900,2021-11-25 00:10:00,2021-11-25 00:10:59.999,38,0,38,1.1944444,23307,27.84,1.37,eyBgT68yQ9,WEARABLE
1637766660000,1637766719999,UTC+0900,2021-11-25 00:11:00,2021-11-25 00:11:59.999,14,0,14,1.0277778,9457,9.72,0.52,eyBgT68yQ9,WEARABLE
1637766840000,1637766899999,UTC+0900,2021-11-25 00:14:00,2021-11-25 00:14:59.999,24,0,24,1.1694659,14955,17.49,0.84,eyBgT68yQ9,WEARABLE
1637769600000,1637769659999,UTC+0900,2021-11-25 01:00:00,2021-11-25 01:00:59.999,28,0,28,1.2647424,16382,20.72,0.97,eyBgT68yQ9,WEARABLE
1637769840000,1637769899999,UTC+0900,2021-11-25 01:04:00,2021-11-25 01:04:59.999,36,0,35,1.2777778,20731,26.49,1.23,eyBgT68yQ9,WEARABLE
1637769900000,1637769959999,UTC+0900,2021-11-25 01:05:00,2021-11-25 01:05:59.999,36,0,37,1.25,21216,26.52,1.33,eyBgT68yQ9,WEARABLE
1637769960000,1637770019999,UTC+0900,2021-11-25 01:06:00,2021-11-25 01:06:59.999,112,0,112,1.3888888,59702,82.92,3.82,eyBgT68yQ9,WEARABLE
1637770020000,1637770079999,UTC+0900,2021-11-25 01:07:00,2021-11-25 01:07:59.999,115,0,115,1.477,60000,88.62,3.72,eyBgT68yQ9,WEARABLE
1637770080000,1637770139999,UTC+0900,2021-11-25 01:08:00,2021-11-25 01:08:59.999,114,0,114,1.4722222,59773,88.0,3.9,eyBgT68yQ9,WEARABLE
1637770140000,1637770199999,UTC+0900,2021-11-25 01:09:00,2021-11-25 01:09:59.999,111,0,111,1.4045,60000,84.27,3.65,eyBgT68yQ9,WEARABLE
1637770200000,1637770259999,UTC+0900,2021-11-25 01:10:00,2021-11-25 01:10:59.999,111,0,111,1.4325787,59626,85.419,4.03,eyBgT68yQ9,WEARABLE
1637770260000,1637770319999,UTC+0900,2021-11-25 01:11:00,2021-11-25 01:11:59.999,112,0,112,1.4285,60000,85.71,3.94,eyBgT68yQ9,WEARABLE
1637770320000,1637770379999,UTC+0900,2021-11-25 01:12:00,2021-11-25 01:12:59.999,108,0,108,1.3626667,60000,81.76,4.02,eyBgT68yQ9,WEARABLE
1637770380000,1637770439999,UTC+0900,2021-11-25 01:13:00,2021-11-25 01:13:59.999,108,0,108,1.354,60000,81.24,3.81,eyBgT68yQ9,WEARABLE
1637770440000,1637770499999,UTC+0900,2021-11-25 01:14:00,2021-11-25 01:14:59.999,98,0,98,1.2459233,57844,72.07,3.2,eyBgT68yQ9,WEARABLE
